0.000000000000000000e+00,3.000000000000000000e+00,7.621999999999999886e+01
1.666666666666666574e-01,3.000000000000000000e+00,7.622298705901570770e+01
3.333333333333333148e-01,3.000000000000000000e+00,7.622241207238238303e+01
5.000000000000000000e-01,3.000000000000000000e+00,7.622175561846057690e+01
6.666666666666666297e-01,3.000000000000000000e+00,7.622111280952890411e+01
8.333333333333332593e-01,3.000000000000000000e+00,7.622052078842351364e+01
1.000000000000000000e+00,3.000000000000000000e+00,7.621998727298169740e+01
1.166666666666666519e+00,3.000000000000000000e+00,7.621951137245412156e+01
1.333333333333333259e+00,3.000000000000000000e+00,7.621908900419549582e+01
1.500000000000000000e+00,3.000000000000000000e+00,7.621871386457117126e+01
1.666666666666666519e+00,2.799999999999999822e+00,7.638428660994900099e+01
1.833333333333333259e+00,2.799999999999999822e+00,7.677033083900109034e+01
2.000000000000000000e+00,2.799999999999999822e+00,7.721569141662112656e+01
2.166666666666666519e+00,2.799999999999999822e+00,7.765539617009828532e+01
2.333333333333333037e+00,2.799999999999999822e+00,7.806554895210913969e+01
2.500000000000000000e+00,2.799999999999999822e+00,7.843893321709165889e+01
2.666666666666666519e+00,2.799999999999999822e+00,7.877501710923822031e+01
2.833333333333333037e+00,2.799999999999999822e+00,7.907582924985869965e+01
3.000000000000000000e+00,2.799999999999999822e+00,7.934426307231224484e+01
3.166666666666666519e+00,2.799999999999999822e+00,7.958336864788395815e+01
3.333333333333333037e+00,2.799999999999999822e+00,7.979610449721312193e+01
3.500000000000000000e+00,2.799999999999999822e+00,7.998521462119819603e+01
3.666666666666666519e+00,2.799999999999999822e+00,8.015320973747230937e+01
3.833333333333333037e+00,2.799999999999999822e+00,8.030236426755745072e+01
4.000000000000000000e+00,2.799999999999999822e+00,8.043472805079933607e+01
4.166666666666666075e+00,2.799999999999999822e+00,8.055214322202105848e+01
4.333333333333333037e+00,2.799999999999999822e+00,8.065625815377816821e+01
4.500000000000000000e+00,2.799999999999999822e+00,8.074855311537224622e+01
4.666666666666666075e+00,2.799999999999999822e+00,8.083034092715455188e+01
4.833333333333333037e+00,2.799999999999999822e+00,8.090280279702921007e+01
5.000000000000000000e+00,2.799999999999999822e+00,8.096698908968851072e+01
5.166666666666666075e+00,2.799999999999999822e+00,8.102383114933591912e+01
5.333333333333333037e+00,2.799999999999999822e+00,8.107416298978729685e+01
5.500000000000000000e+00,2.799999999999999822e+00,8.111872157460312849e+01
5.666666666666666075e+00,2.799999999999999822e+00,8.115816425036518922e+01
5.833333333333333037e+00,2.799999999999999822e+00,8.119307346617848964e+01
6.000000000000000000e+00,2.799999999999999822e+00,8.122396846255833225e+01
6.166666666666666075e+00,2.799999999999999822e+00,8.125130710650172716e+01
6.333333333333333037e+00,2.799999999999999822e+00,8.127549746162742395e+01
6.500000000000000000e+00,2.799999999999999822e+00,8.129689966446963467e+01
6.666666666666666075e+00,2.799999999999999822e+00,8.131583432886472451e+01
6.833333333333333037e+00,2.799999999999999822e+00,8.133258539862846703e+01
7.000000000000000000e+00,2.799999999999999822e+00,8.134740208294269337e+01
7.166666666666666075e+00,2.799999999999999822e+00,9.982441836796176915e+01
7.333333333333333037e+00,2.799999999999999822e+00,1.135297387154270154e+02
7.500000000000000000e+00,2.799999999999999822e+00,1.264520683510331338e+02
7.666666666666666075e+00,2.799999999999999822e+00,1.264672981573650361e+02
7.833333333333333037e+00,2.799999999999999822e+00,1.147827351481908806e+02
8.000000000000000000e+00,2.799999999999999822e+00,1.038069621664325268e+02
8.166666666666666075e+00,2.799999999999999822e+00,9.853520732463047693e+01
8.333333333333332149e+00,2.799999999999999822e+00,9.476044416936801440e+01
8.500000000000000000e+00,2.799999999999999822e+00,9.134129949175188301e+01
8.666666666666666075e+00,2.799999999999999822e+00,8.970486254721343755e+01
8.833333333333332149e+00,2.799999999999999822e+00,8.849597230238472889e+01
9.000000000000000000e+00,2.799999999999999822e+00,8.750059256085761206e+01
9.166666666666666075e+00,2.799999999999999822e+00,8.693287357043938357e+01
